# Agent 6 Knowledge Log
# Format: time;event_type;knowledge
105;changeHouse;{6: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 105}, 1: {'pet': 'Fish', 'house': 6, 'location': 2, 't': 105}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Cat', 'house': 1, 'location': 6, 't': 100}}
120;FinishTrip;{6: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 105}, 1: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 120}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Cat', 'house': 1, 'location': 6, 't': 100}}
120;changeHouse;{6: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 120}, 1: {'pet': 'Fish', 'house': 2, 'location': 6, 't': 120}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Cat', 'house': 1, 'location': 6, 't': 100}}
120;FinishTrip;{6: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 120}, 1: {'pet': 'Fish', 'house': 2, 'location': 6, 't': 120}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Cat', 'house': 1, 'location': 6, 't': 120}}
120;ChangePet;{6: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 120}, 1: {'pet': 'Cat', 'house': 2, 'location': 6, 't': 120}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 120}}
137;FinishTrip;{6: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 120}, 1: {'pet': 'Cat', 'house': 2, 'location': 6, 't': 120}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 120}, 5: {'pet': 'Humpster', 'house': 5, 'location': 6, 't': 137}}
137;changeHouse;{6: {'pet': 'Fish', 'house': 5, 'location': 6, 't': 137}, 1: {'pet': 'Cat', 'house': 2, 'location': 6, 't': 120}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 120}, 5: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 137}}
137;ChangePet;{6: {'pet': 'Humpster', 'house': 5, 'location': 6, 't': 137}, 1: {'pet': 'Cat', 'house': 2, 'location': 6, 't': 120}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 120}, 5: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 137}}
147;FinishTrip;{6: {'pet': 'Humpster', 'house': 5, 'location': 6, 't': 137}, 1: {'pet': 'Cat', 'house': 2, 'location': 2, 't': 147}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 120}, 5: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 137}}
147;changeHouse;{6: {'pet': 'Humpster', 'house': 2, 'location': 2, 't': 147}, 1: {'pet': 'Cat', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 120}, 5: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 137}}
147;ChangePet;{6: {'pet': 'Cat', 'house': 2, 'location': 2, 't': 147}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 120}, 5: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 137}}
291;FinishTrip;{6: {'pet': 'Cat', 'house': 2, 'location': 2, 't': 147}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 120}, 5: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 137}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 291}}
291;ChangePet;{6: {'pet': 'Humpster', 'house': 2, 'location': 3, 't': 291}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 120}, 5: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 137}, 3: {'pet': 'Cat', 'house': 3, 'location': 3, 't': 291}}
303;FinishTrip;{6: {'pet': 'Humpster', 'house': 2, 'location': 3, 't': 291}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 303}, 5: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 137}, 3: {'pet': 'Cat', 'house': 3, 'location': 3, 't': 291}}
351;FinishTrip;{6: {'pet': 'Humpster', 'house': 2, 'location': 3, 't': 291}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 303}, 5: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 137}, 3: {'pet': 'Cat', 'house': 3, 'location': 3, 't': 351}}
351;ChangePet;{6: {'pet': 'Cat', 'house': 2, 'location': 3, 't': 351}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 303}, 5: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 137}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
435;FinishTrip;{6: {'pet': 'Cat', 'house': 2, 'location': 3, 't': 351}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 303}, 5: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 435}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
435;changeHouse;{6: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 435}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 66}, 4: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 303}, 5: {'pet': 'Bear', 'house': 2, 'location': 6, 't': 435}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
438;ChangePet;{6: {'pet': 'Dog', 'house': 6, 'location': 5, 't': 438}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 1, 'location': 5, 't': 438}, 4: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 303}, 5: {'pet': 'Bear', 'house': 2, 'location': 6, 't': 435}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
500;FinishTrip;{6: {'pet': 'Dog', 'house': 6, 'location': 5, 't': 438}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 500}, 4: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 303}, 5: {'pet': 'Bear', 'house': 2, 'location': 6, 't': 435}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
504;FinishTrip;{6: {'pet': 'Dog', 'house': 6, 'location': 5, 't': 438}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 303}, 5: {'pet': 'Bear', 'house': 2, 'location': 6, 't': 435}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
562;FinishTrip;{6: {'pet': 'Dog', 'house': 6, 'location': 5, 't': 438}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Fish', 'house': 5, 'location': 6, 't': 562}, 5: {'pet': 'Bear', 'house': 2, 'location': 6, 't': 435}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
562;ChangePet;{6: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 562}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 6, 't': 562}, 5: {'pet': 'Bear', 'house': 2, 'location': 6, 't': 435}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
565;FinishTrip;{6: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 562}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 565}, 5: {'pet': 'Bear', 'house': 2, 'location': 6, 't': 435}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
570;FinishTrip;{6: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 562}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 6, 't': 570}, 5: {'pet': 'Bear', 'house': 2, 'location': 6, 't': 435}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
570;changeHouse;{6: {'pet': 'Fish', 'house': 5, 'location': 6, 't': 570}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 570}, 5: {'pet': 'Bear', 'house': 2, 'location': 6, 't': 435}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
598;FinishTrip;{6: {'pet': 'Fish', 'house': 5, 'location': 6, 't': 570}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 570}, 5: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 598}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
598;changeHouse;{6: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 598}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 570}, 5: {'pet': 'Bear', 'house': 5, 'location': 2, 't': 598}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
679;FinishTrip;{6: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 598}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Bear', 'house': 5, 'location': 2, 't': 598}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
682;ChangePet;{6: {'pet': 'Bear', 'house': 2, 'location': 5, 't': 682}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 6, 'location': 5, 't': 682}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
728;FinishTrip;{6: {'pet': 'Bear', 'house': 2, 'location': 5, 't': 682}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 728}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
728;changeHouse;{6: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 728}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 2, 'location': 6, 't': 728}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 351}}
730;FinishTrip;{6: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 728}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 2, 'location': 6, 't': 728}, 3: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 730}}
730;changeHouse;{6: {'pet': 'Bear', 'house': 3, 'location': 3, 't': 730}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 2, 'location': 6, 't': 728}, 3: {'pet': 'Humpster', 'house': 6, 'location': 3, 't': 730}}
733;FinishTrip;{6: {'pet': 'Bear', 'house': 3, 'location': 3, 't': 730}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 733}, 3: {'pet': 'Humpster', 'house': 6, 'location': 3, 't': 730}}
733;changeHouse;{6: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 733}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Humpster', 'house': 6, 'location': 3, 't': 730}}
769;FinishTrip;{6: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 733}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 769}}
769;changeHouse;{6: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 769}, 1: {'pet': 'Humpster', 'house': 5, 'location': 2, 't': 147}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Humpster', 'house': 2, 'location': 6, 't': 769}}
769;FinishTrip;{6: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 769}, 1: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 769}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Humpster', 'house': 2, 'location': 6, 't': 769}}
769;changeHouse;{6: {'pet': 'Bear', 'house': 2, 'location': 6, 't': 769}, 1: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 769}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 769}}
769;ChangePet;{6: {'pet': 'Zebra', 'house': 2, 'location': 6, 't': 769}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 769}, 2: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 504}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 769}}
776;FinishTrip;{6: {'pet': 'Zebra', 'house': 2, 'location': 6, 't': 769}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 769}, 2: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 776}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 769}}
776;changeHouse;{6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 776}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 769}, 2: {'pet': 'Fish', 'house': 2, 'location': 5, 't': 776}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 769}}
776;ChangePet;{6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 776}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 769}, 2: {'pet': 'Zebra', 'house': 2, 'location': 5, 't': 776}, 4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 679}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 769}}
781;ChangePet;{6: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 781}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 769}, 2: {'pet': 'Zebra', 'house': 2, 'location': 5, 't': 776}, 4: {'pet': 'Fish', 'house': 4, 'location': 6, 't': 781}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 769}}
802;FinishTrip;{6: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 781}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 769}, 2: {'pet': 'Zebra', 'house': 2, 'location': 5, 't': 776}, 4: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 802}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 769}}
873;FinishTrip;{6: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 781}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 769}, 2: {'pet': 'Zebra', 'house': 2, 'location': 5, 't': 776}, 4: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 802}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 873}}
873;changeHouse;{6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 873}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 769}, 2: {'pet': 'Zebra', 'house': 2, 'location': 5, 't': 776}, 4: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 802}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Bear', 'house': 5, 'location': 1, 't': 873}}
956;FinishTrip;{6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 873}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 769}, 2: {'pet': 'Zebra', 'house': 2, 'location': 5, 't': 776}, 4: {'pet': 'Humpster', 'house': 4, 'location': 1, 't': 956}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Bear', 'house': 5, 'location': 1, 't': 873}}
972;FinishTrip;{6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 873}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 769}, 2: {'pet': 'Zebra', 'house': 2, 'location': 5, 't': 776}, 4: {'pet': 'Humpster', 'house': 4, 'location': 1, 't': 972}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Bear', 'house': 5, 'location': 1, 't': 873}}
972;ChangePet;{6: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 972}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 769}, 2: {'pet': 'Zebra', 'house': 2, 'location': 5, 't': 776}, 4: {'pet': 'Cat', 'house': 4, 'location': 1, 't': 972}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Bear', 'house': 5, 'location': 1, 't': 873}}
1039;FinishTrip;{6: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 972}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 769}, 2: {'pet': 'Zebra', 'house': 2, 'location': 5, 't': 776}, 4: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1039}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Bear', 'house': 5, 'location': 1, 't': 873}}
1167;FinishTrip;{6: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 972}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1167}, 2: {'pet': 'Zebra', 'house': 2, 'location': 5, 't': 776}, 4: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1039}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Bear', 'house': 5, 'location': 1, 't': 873}}
1167;changeHouse;{6: {'pet': 'Humpster', 'house': 2, 'location': 1, 't': 1167}, 1: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1167}, 2: {'pet': 'Zebra', 'house': 2, 'location': 5, 't': 776}, 4: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1039}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Bear', 'house': 5, 'location': 1, 't': 873}}
1167;ChangePet;{6: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1167}, 1: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1167}, 2: {'pet': 'Zebra', 'house': 2, 'location': 5, 't': 776}, 4: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1039}, 5: {'pet': 'Fish', 'house': 3, 'location': 2, 't': 733}, 3: {'pet': 'Bear', 'house': 5, 'location': 1, 't': 873}}
