# Agent 1 Knowledge Log
# Format: time;event_type;knowledge
818;changeHouse;{1: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 818}, 6: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 72}, 3: {'pet': 'Bear', 'house': 2, 'location': 3, 't': 766}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 818}}
1035;ChangePet;{1: {'pet': 'Cat', 'house': 1, 'location': 5, 't': 1035}, 6: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 72}, 3: {'pet': 'Humpster', 'house': 2, 'location': 5, 't': 1035}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 818}}
1114;FinishTrip;{1: {'pet': 'Cat', 'house': 1, 'location': 5, 't': 1035}, 6: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 72}, 3: {'pet': 'Humpster', 'house': 2, 'location': 5, 't': 1035}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1114}}
1114;changeHouse;{1: {'pet': 'Cat', 'house': 4, 'location': 1, 't': 1114}, 6: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 72}, 3: {'pet': 'Humpster', 'house': 2, 'location': 5, 't': 1035}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Fish', 'house': 1, 'location': 1, 't': 1114}}
1126;FinishTrip;{1: {'pet': 'Cat', 'house': 4, 'location': 1, 't': 1114}, 6: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 72}, 3: {'pet': 'Humpster', 'house': 2, 'location': 5, 't': 1035}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Fish', 'house': 1, 'location': 1, 't': 1126}}
1126;changeHouse;{1: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1126}, 6: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 72}, 3: {'pet': 'Humpster', 'house': 2, 'location': 5, 't': 1035}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1126}}
1202;FinishTrip;{1: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1126}, 6: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 72}, 3: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 1202}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1126}}
1204;FinishTrip;{1: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1126}, 6: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 72}, 3: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1204}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1126}}
1204;changeHouse;{1: {'pet': 'Cat', 'house': 4, 'location': 1, 't': 1204}, 6: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 72}, 3: {'pet': 'Fish', 'house': 1, 'location': 1, 't': 1204}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1126}}
1206;FinishTrip;{1: {'pet': 'Cat', 'house': 4, 'location': 1, 't': 1204}, 6: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 72}, 3: {'pet': 'Fish', 'house': 1, 'location': 4, 't': 1206}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1126}}
1208;FinishTrip;{1: {'pet': 'Cat', 'house': 4, 'location': 1, 't': 1204}, 6: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 72}, 3: {'pet': 'Fish', 'house': 1, 'location': 1, 't': 1208}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1126}}
1208;changeHouse;{1: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1208}, 6: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 72}, 3: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1208}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1126}}
1344;FinishTrip;{1: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1208}, 6: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 1344}, 3: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1208}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1126}}
1344;changeHouse;{1: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 1344}, 6: {'pet': 'Fish', 'house': 1, 'location': 6, 't': 1344}, 3: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1208}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1126}}
1348;FinishTrip;{1: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 1344}, 6: {'pet': 'Fish', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1208}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1126}}
1348;ChangePet;{1: {'pet': 'Fish', 'house': 6, 'location': 1, 't': 1348}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1208}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1126}}
1359;FinishTrip;{1: {'pet': 'Fish', 'house': 6, 'location': 1, 't': 1348}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1208}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Bear', 'house': 2, 'location': 6, 't': 1359}}
1359;changeHouse;{1: {'pet': 'Fish', 'house': 2, 'location': 6, 't': 1359}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1208}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 158}, 5: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1359}}
1402;ChangePet;{1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1402}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1208}, 2: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1402}, 5: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1359}}
1424;FinishTrip;{1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1402}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1424}, 2: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1402}, 5: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1359}}
1424;ChangePet;{1: {'pet': 'Cat', 'house': 2, 'location': 1, 't': 1424}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1424}, 2: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1402}, 5: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1359}}
1446;FinishTrip;{1: {'pet': 'Cat', 'house': 2, 'location': 1, 't': 1424}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1446}, 2: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1402}, 5: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1359}}
1452;FinishTrip;{1: {'pet': 'Cat', 'house': 2, 'location': 1, 't': 1424}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Zebra', 'house': 1, 'location': 2, 't': 1452}, 2: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1402}, 5: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1359}}
1457;FinishTrip;{1: {'pet': 'Cat', 'house': 2, 'location': 1, 't': 1424}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1457}, 2: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1402}, 5: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1359}}
1457;FinishTrip;{1: {'pet': 'Cat', 'house': 2, 'location': 1, 't': 1424}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1457}, 2: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1402}, 5: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 1457}}
1457;changeHouse;{1: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1457}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Zebra', 'house': 6, 'location': 1, 't': 1457}, 2: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1402}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1476;ChangePet;{1: {'pet': 'Zebra', 'house': 1, 'location': 3, 't': 1476}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Cat', 'house': 6, 'location': 3, 't': 1476}, 2: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1402}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1528;FinishTrip;{1: {'pet': 'Zebra', 'house': 1, 'location': 3, 't': 1476}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Cat', 'house': 6, 'location': 3, 't': 1476}, 2: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1528}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1528;changeHouse;{1: {'pet': 'Zebra', 'house': 4, 'location': 1, 't': 1528}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Cat', 'house': 6, 'location': 3, 't': 1476}, 2: {'pet': 'Fish', 'house': 1, 'location': 1, 't': 1528}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1528;FinishTrip;{1: {'pet': 'Zebra', 'house': 4, 'location': 1, 't': 1528}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1528}, 2: {'pet': 'Fish', 'house': 1, 'location': 1, 't': 1528}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1528;ChangePet;{1: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1528}, 6: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1348}, 3: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1528}, 2: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1528}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1568;ChangePet;{1: {'pet': 'Humpster', 'house': 4, 'location': 1, 't': 1568}, 6: {'pet': 'Fish', 'house': 5, 'location': 1, 't': 1568}, 3: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1528}, 2: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1528}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1620;ChangePet;{1: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1620}, 6: {'pet': 'Humpster', 'house': 5, 'location': 1, 't': 1620}, 3: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1528}, 2: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1528}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1654;FinishTrip;{1: {'pet': 'Fish', 'house': 4, 'location': 1, 't': 1620}, 6: {'pet': 'Humpster', 'house': 5, 'location': 4, 't': 1654}, 3: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1528}, 2: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1528}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1654;changeHouse;{1: {'pet': 'Fish', 'house': 5, 'location': 4, 't': 1654}, 6: {'pet': 'Humpster', 'house': 4, 'location': 4, 't': 1654}, 3: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1528}, 2: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1528}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1654;ChangePet;{1: {'pet': 'Humpster', 'house': 5, 'location': 4, 't': 1654}, 6: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 1654}, 3: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1528}, 2: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1528}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1660;FinishTrip;{1: {'pet': 'Humpster', 'house': 5, 'location': 4, 't': 1654}, 6: {'pet': 'Fish', 'house': 4, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1528}, 2: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1528}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1660;changeHouse;{1: {'pet': 'Humpster', 'house': 4, 'location': 5, 't': 1660}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1528}, 2: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1528}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1678;FinishTrip;{1: {'pet': 'Humpster', 'house': 4, 'location': 5, 't': 1660}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1528}, 2: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1678}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1678;ChangePet;{1: {'pet': 'Zebra', 'house': 4, 'location': 1, 't': 1678}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1528}, 2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1678}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}}
1690;ChangePet;{1: {'pet': 'Dog', 'house': 4, 'location': 1, 't': 1690}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 1528}, 2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1678}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1696;FinishTrip;{1: {'pet': 'Dog', 'house': 4, 'location': 1, 't': 1690}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1696}, 2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1678}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1696;changeHouse;{1: {'pet': 'Dog', 'house': 2, 'location': 4, 't': 1696}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 1696}, 2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1678}, 5: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1457}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1702;ChangePet;{1: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1702}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 1696}, 2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1678}, 5: {'pet': 'Dog', 'house': 6, 'location': 1, 't': 1702}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1708;FinishTrip;{1: {'pet': 'Bear', 'house': 2, 'location': 1, 't': 1702}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 1696}, 2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1678}, 5: {'pet': 'Dog', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1708;ChangePet;{1: {'pet': 'Dog', 'house': 2, 'location': 2, 't': 1708}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 1696}, 2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1678}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1741;FinishTrip;{1: {'pet': 'Dog', 'house': 2, 'location': 2, 't': 1708}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 4, 'location': 2, 't': 1741}, 2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1678}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1741;changeHouse;{1: {'pet': 'Dog', 'house': 4, 'location': 2, 't': 1741}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 2, 'location': 2, 't': 1741}, 2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1678}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1756;FinishTrip;{1: {'pet': 'Dog', 'house': 4, 'location': 2, 't': 1741}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 2, 'location': 2, 't': 1741}, 2: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1756}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1756;changeHouse;{1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1756}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 2, 'location': 2, 't': 1741}, 2: {'pet': 'Zebra', 'house': 4, 'location': 1, 't': 1756}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1756;ChangePet;{1: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1756}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 2, 'location': 2, 't': 1741}, 2: {'pet': 'Dog', 'house': 4, 'location': 1, 't': 1756}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1758;FinishTrip;{1: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1756}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Cat', 'house': 2, 'location': 2, 't': 1741}, 2: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 1758}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1758;FinishTrip;{1: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1756}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 1758}, 2: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 1758}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1758;changeHouse;{1: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1758}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Fish', 'house': 1, 'location': 4, 't': 1758}, 2: {'pet': 'Dog', 'house': 4, 'location': 4, 't': 1758}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1758;ChangePet;{1: {'pet': 'Fish', 'house': 5, 'location': 4, 't': 1758}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Zebra', 'house': 1, 'location': 4, 't': 1758}, 2: {'pet': 'Dog', 'house': 4, 'location': 4, 't': 1758}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1764;FinishTrip;{1: {'pet': 'Fish', 'house': 5, 'location': 4, 't': 1758}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Zebra', 'house': 1, 'location': 4, 't': 1758}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 1764}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1764;changeHouse;{1: {'pet': 'Fish', 'house': 4, 'location': 5, 't': 1764}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Zebra', 'house': 1, 'location': 4, 't': 1758}, 2: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 1764}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1768;FinishTrip;{1: {'pet': 'Fish', 'house': 4, 'location': 5, 't': 1764}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Zebra', 'house': 1, 'location': 4, 't': 1758}, 2: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 1768}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1768;changeHouse;{1: {'pet': 'Fish', 'house': 5, 'location': 4, 't': 1768}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Zebra', 'house': 1, 'location': 4, 't': 1758}, 2: {'pet': 'Dog', 'house': 4, 'location': 4, 't': 1768}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1768;ChangePet;{1: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 1768}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Zebra', 'house': 1, 'location': 4, 't': 1758}, 2: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 1768}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1820;FinishTrip;{1: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 1768}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1820}, 2: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 1768}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
1820;changeHouse;{1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1820}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 1660}, 3: {'pet': 'Zebra', 'house': 5, 'location': 1, 't': 1820}, 2: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 1768}, 5: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1708}, 4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}}
